ID,Date,Element,Data_Value
UKM00003740,2014-04-02,TMAX,168
UKM00003590,2006-10-27,TMAX,130
NLE00113724,2007-08-26,TMAX,178
NLE00113670,2011-02-03,TMAX,80
UK000000000,2009-10-02,TMIN,77
NLE00113724,2007-08-26,TMIN,154
UKM00003590,2011-07-01,TMAX,181
UK000000000,2010-11-12,TMAX,94
UK000003377,2005-03-28,TMAX,89
UK000003377,2005-03-28,TMIN,42
NLE00113670,2014-01-19,TMIN,62
NLE00113670,2014-01-19,TMAX,79
UKM00003740,2014-04-02,TMIN,105
NLE00113724,2014-01-10,TMIN,66
UKM00003772,2013-01-15,TMAX,27
UK000003377,2005-03-01,TMIN,-18
UK000003377,2005-03-01,TMAX,74
NLE00113724,2014-01-10,TMAX,96
NLE00113706,2014-06-10,TMAX,171
UKM00003772,2007-11-08,TMIN,0
NLE00113670,2012-05-18,TMIN,88
UKM00003257,2008-04-26,TMIN,-19
NLE00113724,2009-03-06,TMAX,59
UKM00003772,2012-11-05,TMAX,102
UKM00003257,2005-05-31,TMIN,56
UKM00003257,2005-05-31,TMAX,162
NLE00113724,2006-10-01,TMIN,162
NLE00113724,2006-10-01,TMAX,184
UKM00003772,2009-01-18,TMIN,0
NLE00113670,2013-08-31,TMIN,145
UK000003377,2011-02-12,TMIN,74
NLE00113676,2015-03-19,TMIN,48
NLE00113676,2015-03-19,TMAX,65
UK000003377,2011-02-12,TMAX,81
UKW00035047,2013-08-03,TMIN,136
UKM00003257,2008-11-24,TMAX,71
UKM00003772,2010-06-16,TMAX,208
UKM00003772,2012-04-02,TMAX,158
NLE00113736,2005-06-12,TMIN,108
NLE00113736,2010-06-06,TMIN,126
UK000003377,2011-08-16,TMIN,134
NLE00113676,2010-10-06,TMIN,134
UKW00035047,2008-05-03,TMIN,0
NLE00113724,2011-07-18,TMIN,140
NLE00113670,2011-06-26,TMAX,156
UKM00003590,2015-03-19,TMAX,77
NLE00113736,2015-08-22,TMAX,229
UKM00003257,2008-04-26,TMAX,181
NLE00113736,2015-08-22,TMIN,188
UK000003377,2008-12-30,TMIN,-50
UKM00003257,2015-08-18,TMIN,95
UK000003377,2008-12-30,TMAX,1
NLE00113736,2014-12-25,TMIN,57
NLE00113736,2014-12-25,TMAX,80
NLE00113724,2005-05-29,TMAX,127
UK000003377,2013-08-12,TMAX,193
NLE00113670,2011-02-03,TMIN,55
NLE00113676,2010-10-06,TMAX,169
NLE00113724,2005-05-29,TMIN,104
NLE00113670,2012-05-18,TMAX,92
NLE00113736,2010-06-06,TMAX,205
NLE00113736,2012-11-16,TMIN,51
NLE00113676,2010-04-21,TMIN,39
NLE00113676,2010-04-21,TMAX,66
UK000000000,2012-08-24,TMAX,197
UKM00003740,2009-07-13,TMIN,108
UK000003377,2007-11-29,TMAX,90
UK000003377,2012-10-31,TMAX,74
UK000003377,2012-10-31,TMIN,40
NLE00113670,2014-11-03,TMAX,133
UKM00003772,2008-02-12,TMAX,133
UK000000000,2012-08-24,TMIN,117
UK000003377,2010-04-13,TMAX,121
UK000000000,2012-07-16,TMAX,198
UK000003377,2007-11-29,TMIN,69
NLE00113670,2013-05-11,TMAX,94
UK000000000,2012-10-10,TMAX,136
UK000000000,2011-01-17,TMIN,49
UK000000000,2012-07-16,TMIN,115
UKM00003590,2006-04-22,TMAX,136
UKM00003257,2015-06-09,TMIN,24
NLE00113670,2014-11-03,TMIN,111
UKM00003740,2012-03-17,TMAX,106
UKM00003590,2005-11-30,TMAX,64
UK000003377,2006-08-03,TMAX,190
UKM00003740,2012-11-23,TMAX,88
UKM00003257,2005-03-28,TMIN,48
UK000003377,2008-01-28,TMIN,9
UK000003377,2008-01-28,TMAX,84
NLE00113706,2014-01-10,TMAX,79
UK000000000,2008-11-02,TMAX,96
UK000000000,2008-11-02,TMIN,28
NLE00113706,2014-01-10,TMIN,64
UKM00003590,2007-11-08,TMAX,135
UKM00003590,2007-11-08,TMIN,0
UK000003377,2005-01-26,TMIN,-20
UKM00003257,2007-03-29,TMAX,77
NLE00113724,2008-08-01,TMAX,187
NLE00113706,2014-12-06,TMIN,68
UKM00003590,2005-07-19,TMAX,208
UKM00003590,2005-11-30,TMIN,-40
UKM00003590,2006-04-22,TMIN,37
UK000000000,2012-10-10,TMIN,69
UKM00003740,2013-07-29,TMAX,205
NLE00113724,2012-08-23,TMAX,175
UKM00003740,2011-06-25,TMAX,192
UKM00003740,2011-06-25,TMIN,103
UKM00003772,2007-02-27,TMIN,0
UK000003377,2005-08-15,TMAX,217
UK000003377,2005-08-15,TMIN,78
NLE00113724,2006-05-22,TMIN,89
UK000000000,2009-05-10,TMAX,161
UKM00003772,2007-02-27,TMAX,124
UK000000000,2009-05-10,TMIN,38
UK000000000,2008-09-23,TMAX,154
UKM00003772,2014-03-15,TMAX,182
NLE00113736,2015-03-10,TMIN,61
UKM00003772,2014-03-15,TMIN,69
NLE00113736,2015-03-10,TMAX,82
NLE00113724,2014-04-11,TMAX,97
NLE00113706,2013-07-06,TMIN,139
NLE00113670,2013-06-08,TMIN,93
UKW00035047,2008-03-05,TMIN,-12
UKM00003257,2008-01-27,TMIN,0
UKM00003740,2009-02-09,TMAX,35
NLE00113736,2008-12-19,TMIN,66
NLE00113724,2012-08-23,TMIN,164
UK000000000,2010-08-10,TMAX,202
NLE00113676,2013-09-08,TMAX,176
NLE00113676,2013-09-08,TMIN,154
UK000000000,2010-08-10,TMIN,124
UKM00003257,2011-03-22,TMAX,176
UKM00003257,2011-03-22,TMIN,51
NLE00113736,2011-09-13,TMAX,169
UK000003377,2010-07-19,TMAX,254
NLE00113724,2014-04-11,TMIN,72
NLE00113736,2011-09-13,TMIN,152
UKM00003257,2008-09-27,TMAX,183
UK000000000,2011-01-17,TMAX,66
NLE00113706,2013-07-06,TMAX,163
UKM00003590,2011-10-25,TMAX,162
NLE00113724,2006-05-22,TMAX,122
UK000003377,2010-04-13,TMIN,38
NLE00113736,2008-12-19,TMAX,91
UK000003377,2010-02-04,TMIN,23
UK000003377,2011-12-21,TMIN,45
UK000000000,2006-07-29,TMAX,248
NLE00113670,2010-12-12,TMIN,50
UK000000000,2009-06-12,TMIN,46
UKM00003772,2010-07-01,TMAX,272
NLE00113736,2008-04-06,TMIN,34
UKM00003257,2007-10-07,TMAX,143
NLE00113736,2008-04-06,TMAX,59
UKM00003590,2014-08-06,TMAX,246
NLE00113670,2010-12-12,TMAX,76
NLE00113706,2009-10-09,TMAX,129
UKW00035047,2009-03-06,TMIN,-11
NLE00113736,2009-03-05,TMAX,61
UKM00003590,2013-04-23,TMAX,191
NLE00113706,2014-12-06,TMAX,86
UKM00003590,2007-08-06,TMAX,226
UKM00003740,2006-07-29,TMAX,224
UKM00003740,2006-07-29,TMIN,139
NLE00113706,2009-10-09,TMIN,112
UKW00035047,2007-11-10,TMIN,0
NLE00113724,2007-05-07,TMAX,122
UKM00003772,2010-02-01,TMAX,52
NLE00113724,2007-09-11,TMAX,154
NLE00113724,2007-09-11,TMIN,130
UKM00003772,2007-10-01,TMAX,146
NLE00113670,2012-06-29,TMIN,118
UKM00003257,2012-08-12,TMIN,119
UKM00003257,2012-08-12,TMAX,219
NLE00113670,2012-06-29,TMAX,164
UK000003377,2010-07-19,TMIN,142
NLE00113676,2014-05-16,TMIN,107
UKM00003257,2007-10-07,TMIN,0
UKM00003772,2012-04-13,TMAX,134
NLE00113736,2009-03-05,TMIN,38
UKM00003772,2007-10-22,TMIN,-48
UKM00003772,2007-10-22,TMAX,136
UKM00003772,2010-07-01,TMIN,137
UKM00003772,2010-02-01,TMIN,-19
NLE00113724,2007-05-07,TMIN,102
UKW00035047,2007-02-25,TMAX,103
UKW00035047,2007-02-25,TMIN,-33
UKM00003590,2011-03-17,TMIN,38
UKM00003740,2011-10-05,TMIN,137
UKM00003257,2009-08-31,TMAX,243
NLE00113706,2012-06-23,TMAX,147
NLE00113736,2006-12-07,TMIN,77
NLE00113736,2006-12-07,TMAX,130
NLE00113724,2008-08-01,TMIN,173
NLE00113736,2010-08-22,TMAX,191
UK000000000,2007-02-10,TMAX,82
NLE00113706,2012-04-13,TMAX,70
NLE00113736,2010-08-22,TMIN,178
NLE00113706,2012-04-13,TMIN,62
UK000000000,2007-02-10,TMIN,-3
UKM00003257,2008-01-27,TMAX,116
UKM00003740,2009-04-06,TMIN,29
UK000003377,2005-01-26,TMAX,57
UK000003377,2006-08-03,TMIN,138
UKM00003257,2005-03-28,TMAX,87
UK000003377,2011-12-21,TMAX,122
NLE00113706,2012-06-23,TMIN,127
UK000000000,2006-07-29,TMIN,141
NLE00113670,2011-03-24,TMAX,92
UKM00003590,2010-10-06,TMAX,166
NLE00113724,2006-10-25,TMAX,174
NLE00113724,2006-10-25,TMIN,137
NLE00113706,2015-07-05,TMIN,128
UKM00003740,2014-04-23,TMAX,123
NLE00113706,2015-07-05,TMAX,190
NLE00113706,2015-08-09,TMAX,180
UKM00003257,2006-10-01,TMIN,49
UKM00003257,2006-10-01,TMAX,181
NLE00113706,2015-08-09,TMIN,163
UKM00003772,2011-04-08,TMAX,214
UKM00003772,2011-04-08,TMIN,76
UK000000000,2007-09-26,TMIN,66
UK000000000,2007-09-26,TMAX,117
NLE00113736,2012-01-16,TMAX,58
NLE00113676,2014-05-16,TMAX,156
NLE00113736,2012-01-16,TMIN,34
UKM00003257,2008-11-24,TMIN,0
NLE00113670,2011-03-24,TMIN,66
NLE00113736,2010-06-24,TMAX,166
UKM00003590,2006-10-27,TMIN,0
UK000003377,2006-05-05,TMIN,87
NLE00113736,2007-11-08,TMAX,136
NLE00113736,2007-11-08,TMIN,66
NLE00113736,2009-01-04,TMIN,14
UKM00003590,2013-04-26,TMAX,113
NLE00113676,2011-07-02,TMIN,133
NLE00113736,2009-01-04,TMAX,32
UKW00035047,2011-11-22,TMIN,68
NLE00113724,2005-03-01,TMAX,36
UKM00003740,2008-11-02,TMIN,59
UK000003377,2013-06-17,TMAX,166
UK000000000,2009-02-22,TMAX,103
NLE00113724,2015-01-07,TMIN,65
UKW00035047,2008-12-03,TMIN,-16
NLE00113724,2015-01-07,TMAX,93
UK000000000,2009-02-22,TMIN,52
UKM00003772,2007-08-19,TMAX,178
NLE00113676,2011-07-02,TMAX,144
NLE00113724,2005-03-01,TMIN,13
NLE00113676,2014-10-16,TMAX,163
NLE00113670,2011-06-07,TMIN,106
NLE00113676,2012-06-19,TMIN,118
UKM00003740,2015-05-12,TMAX,150
NLE00113706,2015-04-27,TMIN,56
UKM00003257,2005-06-24,TMIN,128
UKM00003772,2012-04-18,TMIN,54
NLE00113706,2015-04-27,TMAX,75
UKM00003772,2015-10-11,TMAX,158
UKM00003772,2012-04-18,TMAX,124
UKM00003590,2010-06-25,TMIN,125
UKM00003740,2015-08-04,TMAX,190
UKM00003772,2007-05-26,TMIN,0
UKM00003257,2015-07-15,TMAX,202
NLE00113724,2014-03-10,TMAX,109
NLE00113676,2014-10-16,TMIN,141
UKM00003740,2015-08-19,TMIN,108
UKM00003772,2014-10-24,TMAX,172
UKM00003740,2015-03-29,TMAX,117
NLE00113676,2013-05-15,TMAX,103
NLE00113670,2013-09-22,TMAX,164
NLE00113676,2013-05-13,TMAX,103
NLE00113676,2014-11-05,TMIN,95
UKM00003590,2007-03-14,TMIN,0
NLE00113670,2011-09-30,TMAX,172
UKW00035047,2011-07-09,TMAX,217
NLE00113706,2014-05-07,TMIN,99
NLE00113724,2009-10-29,TMIN,135
UKM00003590,2013-01-23,TMAX,12
NLE00113724,2009-10-29,TMAX,146
UKM00003740,2015-08-19,TMAX,162
UKM00003772,2012-04-11,TMAX,141
UKM00003590,2007-11-29,TMAX,95
NLE00113736,2007-08-21,TMIN,167
NLE00113736,2007-08-21,TMAX,182
UK000003377,2013-08-21,TMIN,136
UK000003377,2006-06-08,TMIN,115
UKM00003257,2008-08-24,TMIN,0
UKM00003590,2007-11-29,TMIN,0
UK000000000,2014-02-21,TMAX,106
UKM00003590,2010-05-05,TMAX,135
UKM00003740,2015-08-04,TMIN,103
NLE00113706,2014-05-07,TMAX,123
UKM00003590,2010-05-05,TMIN,30
UK000003377,2011-07-26,TMAX,204
UK000003377,2011-07-26,TMIN,126
NLE00113676,2014-11-05,TMAX,125
NLE00113676,2013-05-15,TMIN,81
UKM00003257,2007-06-01,TMIN,-10
UKM00003772,2007-10-11,TMAX,173
NLE00113670,2013-09-22,TMIN,154
UKM00003772,2007-04-07,TMIN,0
UKM00003772,2007-04-07,TMAX,157
NLE00113724,2007-07-14,TMAX,181
UK000000000,2014-11-19,TMIN,67
NLE00113724,2007-07-14,TMIN,161
UKM00003590,2014-10-18,TMIN,149
UK000000000,2014-11-19,TMAX,103
UKM00003772,2007-10-11,TMIN,0
UKM00003590,2014-10-18,TMAX,203
NLE00113676,2013-05-13,TMIN,72
NLE00113670,2011-09-30,TMIN,152
NLE00113706,2011-06-15,TMIN,133
NLE00113676,2012-06-19,TMAX,163
NLE00113706,2013-09-09,TMAX,153
UK000003377,2006-05-22,TMIN,104
UKM00003772,2007-05-06,TMIN,0
UK000000000,2005-11-22,TMAX,50
NLE00113724,2008-01-14,TMAX,95
NLE00113676,2012-06-01,TMAX,116
UK000000000,2005-11-22,TMIN,-22
UKM00003257,2013-08-17,TMAX,185
UKM00003590,2007-10-22,TMIN,0
UKM00003257,2013-08-17,TMIN,137
UK000003377,2006-10-25,TMIN,67
NLE00113724,2006-08-03,TMIN,160
NLE00113736,2012-09-18,TMAX,166
NLE00113736,2012-09-18,TMIN,129
NLE00113724,2006-08-03,TMAX,182
UKM00003590,2009-03-03,TMAX,99
UKW00035047,2006-09-28,TMAX,200
UK000003377,2006-10-25,TMAX,158
UK000003377,2006-05-22,TMAX,143
NLE00113676,2012-06-01,TMIN,104
UKW00035047,2011-10-02,TMAX,287
NLE00113670,2012-03-01,TMAX,82
UK000003377,2012-07-06,TMIN,142
UK000000000,2014-02-01,TMIN,15
UKM00003257,2012-02-16,TMAX,101
UKM00003257,2012-02-16,TMIN,30
NLE00113736,2010-12-23,TMAX,35
NLE00113724,2011-01-05,TMIN,32
NLE00113724,2011-01-05,TMAX,60
NLE00113724,2008-01-31,TMIN,54
UKM00003772,2010-10-16,TMAX,135
UKM00003740,2011-04-05,TMAX,130
NLE00113736,2010-12-23,TMIN,20
UKM00003740,2006-08-30,TMIN,98
UKW00035047,2011-10-02,TMIN,156
NLE00113706,2012-02-17,TMIN,57
NLE00113706,2012-02-17,TMAX,73
UKM00003740,2006-08-30,TMAX,184
UKW00035047,2006-09-28,TMIN,21
UKM00003257,2011-05-12,TMAX,164
UKM00003590,2014-11-05,TMAX,96
UK000000000,2012-09-01,TMAX,199
UKM00003257,2010-01-11,TMAX,21
NLE00113676,2013-10-05,TMIN,147
UKM00003590,2009-03-03,TMIN,-24
NLE00113676,2013-10-05,TMAX,174
NLE00113676,2010-09-30,TMIN,120
NLE00113736,2011-10-02,TMAX,206
NLE00113736,2011-10-02,TMIN,175
NLE00113676,2010-09-30,TMAX,151
UK000003377,2012-08-23,TMAX,200
UK000003377,2012-08-23,TMIN,112
NLE00113724,2008-01-14,TMIN,69
UKM00003590,2011-07-02,TMIN,108
UKM00003590,2011-07-02,TMAX,197
NLE00113706,2013-09-09,TMIN,137
UKW00035047,2008-11-17,TMIN,0
NLE00113706,2009-12-18,TMAX,39
NLE00113706,2009-12-18,TMIN,4
UKM00003590,2010-06-25,TMAX,222
NLE00113724,2014-03-10,TMIN,69
UK000000000,2012-09-01,TMIN,114
NLE00113670,2011-02-15,TMIN,39
NLE00113670,2011-06-07,TMAX,123
UK000000000,2010-02-14,TMAX,49
UKM00003740,2009-05-10,TMAX,176
UK000003377,2005-11-30,TMIN,-36
UK000003377,2005-11-30,TMAX,72
NLE00113706,2014-04-17,TMIN,79
NLE00113724,2013-01-19,TMAX,6
UK000000000,2010-02-14,TMIN,-7
UK000003377,2015-03-19,TMIN,35
NLE00113706,2014-09-21,TMAX,156
NLE00113706,2014-09-21,TMIN,136
UKW00035047,2014-07-01,TMIN,108
NLE00113724,2013-01-19,TMIN,-15
UK000000000,2014-05-24,TMAX,167
UK000000000,2014-05-24,TMIN,88
NLE00113670,2011-02-15,TMAX,55
UKW00035047,2008-12-03,TMAX,40
UKM00003740,2012-12-16,TMAX,91
UKW00035047,2008-03-05,TMAX,81
NLE00113736,2011-10-12,TMAX,152
UK000003377,2013-08-21,TMAX,241
NLE00113670,2013-03-11,TMIN,-38
UK000000000,2011-04-06,TMIN,100
UKM00003257,2014-01-30,TMAX,34
UKM00003257,2012-08-23,TMAX,188
UK000000000,2013-01-26,TMAX,82
UKM00003257,2012-08-23,TMIN,118
UK000003377,2015-11-15,TMAX,155
UK000000000,2011-04-06,TMAX,166
UK000003377,2015-11-15,TMIN,103
NLE00113706,2015-10-05,TMAX,155
UK000000000,2014-04-21,TMIN,59
UKM00003590,2008-03-16,TMIN,0
UKM00003772,2006-08-29,TMAX,194
UK000000000,2014-04-21,TMAX,144
UKM00003257,2006-03-07,TMAX,44
NLE00113736,2008-07-24,TMIN,167
NLE00113706,2015-10-05,TMIN,139
UK000003377,2012-10-15,TMAX,120
UK000003377,2012-10-15,TMIN,5
NLE00113736,2015-06-20,TMAX,147
NLE00113670,2012-05-07,TMAX,92
NLE00113724,2013-03-15,TMAX,53
NLE00113724,2013-03-15,TMIN,27
UKW00035047,2012-05-13,TMAX,159
UKM00003257,2005-03-01,TMAX,56
UKM00003257,2006-03-07,TMIN,-40
NLE00113736,2015-09-11,TMAX,178
NLE00113736,2015-06-20,TMIN,120
NLE00113736,2015-09-11,TMIN,145
NLE00113670,2013-03-11,TMAX,-1
UK000000000,2013-01-26,TMIN,-2
NLE00113736,2006-01-30,TMAX,55
NLE00113736,2006-01-30,TMIN,38
NLE00113736,2014-08-28,TMIN,172
NLE00113724,2010-02-15,TMIN,-15
NLE00113724,2010-02-15,TMAX,23
NLE00113736,2008-07-24,TMAX,207
NLE00113676,2009-03-21,TMIN,27
NLE00113736,2010-07-11,TMIN,169
UK000000000,2011-09-19,TMIN,92
NLE00113676,2009-03-21,TMAX,69
NLE00113736,2014-10-04,TMAX,189
NLE00113706,2015-08-04,TMAX,177
NLE00113706,2015-08-04,TMIN,154
NLE00113724,2011-06-03,TMIN,122
NLE00113736,2010-07-11,TMAX,197
UK000003377,2005-04-14,TMAX,117
UKM00003772,2010-01-17,TMAX,93
UK000003377,2009-11-30,TMAX,58
NLE00113736,2010-06-24,TMIN,141
UK000003377,2009-11-30,TMIN,53
NLE00113724,2011-06-03,TMAX,134
NLE00113670,2014-05-21,TMAX,138
UKM00003772,2015-10-19,TMAX,143
UK000003377,2005-04-14,TMIN,50
NLE00113724,2011-07-18,TMAX,163
UK000003377,2006-05-05,TMAX,197
UK000000000,2009-10-02,TMAX,161
NLE00113736,2014-10-04,TMIN,132
UKW00035047,2012-05-13,TMIN,41
NLE00113736,2005-09-01,TMAX,215
NLE00113724,2015-10-24,TMIN,110
UK000000000,2010-10-28,TMAX,143
NLE00113736,2009-02-03,TMIN,13
UK000000000,2011-09-19,TMAX,165
NLE00113736,2009-02-03,TMAX,38
UK000000000,2010-10-28,TMIN,94
NLE00113670,2013-09-30,TMAX,142
UKM00003740,2013-12-07,TMAX,75
NLE00113670,2013-09-30,TMIN,130
NLE00113670,2014-05-21,TMIN,120
NLE00113724,2013-04-28,TMAX,76
NLE00113676,2013-09-14,TMAX,151
NLE00113724,2013-04-28,TMIN,51
NLE00113670,2013-05-24,TMAX,87
NLE00113724,2015-10-24,TMAX,139
UKM00003740,2013-12-07,TMIN,45
UKW00035047,2009-05-22,TMAX,187
UK000003377,2007-08-26,TMIN,101
NLE00113736,2005-09-01,TMIN,183
UKM00003257,2008-08-24,TMAX,207
UKM00003740,2007-05-21,TMAX,146
NLE00113670,2012-12-23,TMIN,70
UK000000000,2007-03-09,TMAX,106
UKW00035047,2011-03-08,TMAX,114
UKW00035047,2011-03-08,TMIN,-1
NLE00113724,2008-03-03,TMIN,49
NLE00113724,2008-03-03,TMAX,74
UK000000000,2005-09-12,TMIN,109
UKM00003772,2008-02-16,TMAX,60
UK000000000,2007-03-09,TMIN,54
NLE00113706,2014-04-17,TMAX,98
UKM00003590,2012-06-19,TMAX,202
UKM00003590,2012-06-19,TMIN,87
NLE00113676,2013-03-07,TMIN,50
UK000000000,2014-08-03,TMAX,217
UK000000000,2007-03-20,TMAX,55
NLE00113670,2009-10-28,TMAX,144
NLE00113670,2009-10-28,TMIN,134
UK000000000,2014-08-03,TMIN,103
UKW00035047,2015-06-01,TMIN,65
UKW00035047,2015-06-01,TMAX,158
NLE00113670,2010-10-20,TMIN,58
UK000003377,2009-06-17,TMAX,186
UK000003377,2006-12-07,TMIN,62
UKM00003740,2010-07-23,TMIN,130
NLE00113676,2010-05-05,TMIN,68
NLE00113676,2010-05-05,TMAX,88
UK000003377,2006-06-08,TMAX,223
UK000003377,2006-12-07,TMAX,100
UKW00035047,2006-10-01,TMIN,61
UK000003377,2009-06-17,TMIN,115
UKW00035047,2006-10-01,TMAX,195
UKM00003740,2010-07-23,TMAX,200
UKM00003772,2006-04-22,TMAX,186
NLE00113736,2007-01-30,TMAX,90
NLE00113670,2010-10-20,TMAX,98
NLE00113724,2008-09-05,TMIN,151
NLE00113724,2008-09-05,TMAX,185
NLE00113736,2007-01-30,TMIN,75
UKM00003257,2013-07-13,TMIN,126
UK000000000,2012-02-02,TMAX,18
NLE00113676,2014-10-18,TMIN,165
UKM00003590,2013-11-05,TMAX,109
UK000003377,2014-11-24,TMIN,-20
UK000003377,2014-11-24,TMAX,76
UK000003377,2010-04-21,TMIN,-14
UK000003377,2010-04-21,TMAX,139
NLE00113670,2014-06-26,TMIN,136
NLE00113724,2005-08-31,TMIN,173
NLE00113670,2014-06-26,TMAX,145
NLE00113736,2012-06-21,TMAX,184
NLE00113706,2011-06-15,TMAX,154
NLE00113676,2011-07-01,TMAX,146
NLE00113670,2013-07-28,TMAX,190
NLE00113670,2013-07-28,TMIN,147
UKM00003257,2006-10-25,TMIN,0
UKM00003257,2008-02-05,TMAX,105
NLE00113676,2011-07-01,TMIN,126
NLE00113670,2012-12-23,TMAX,107
UKM00003590,2006-12-07,TMAX,105
NLE00113724,2005-08-31,TMAX,220
UKM00003740,2007-05-21,TMIN,97
UK000003377,2007-09-22,TMIN,115
UKM00003772,2014-01-04,TMAX,95
UKM00003590,2013-11-05,TMIN,15
UKM00003257,2013-07-13,TMAX,257
UK000000000,2012-02-02,TMIN,-42
UK000000000,2005-09-12,TMAX,219
UKM00003257,2006-12-31,TMAX,114
NLE00113676,2014-10-18,TMAX,187
NLE00113676,2013-03-07,TMAX,73
NLE00113724,2007-02-25,TMAX,89
NLE00113724,2007-02-25,TMIN,70
NLE00113724,2011-04-01,TMAX,96
NLE00113724,2011-04-01,TMIN,80
UKM00003590,2007-06-30,TMIN,0
UKM00003772,2012-01-18,TMAX,124
UK000000000,2007-03-20,TMIN,10
NLE00113736,2012-06-21,TMIN,135
UK000000000,2014-02-21,TMIN,22
UK000003377,2007-09-22,TMAX,193
UKM00003257,2015-12-17,TMAX,145
NLE00113706,2011-06-20,TMIN,127
NLE00113706,2015-06-19,TMAX,126
NLE00113706,2015-06-19,TMIN,105
UKM00003257,2005-04-14,TMIN,42
UKM00003772,2006-08-03,TMAX,211
NLE00113670,2010-03-31,TMAX,64
UKM00003257,2011-08-02,TMAX,236
UK000000000,2006-06-23,TMIN,80
UK000000000,2006-06-23,TMAX,193
NLE00113724,2006-04-01,TMIN,69
NLE00113670,2011-09-11,TMAX,162
NLE00113724,2006-04-01,TMAX,81
UK000003377,2005-07-19,TMIN,114
UKW00035047,2014-05-18,TMAX,204
UK000000000,2010-10-31,TMAX,131
UKW00035047,2010-03-23,TMIN,30
UKW00035047,2010-03-23,TMAX,100
NLE00113736,2014-07-28,TMAX,195
NLE00113736,2014-07-28,TMIN,162
UK000003377,2005-07-19,TMAX,195
UKW00035047,2008-12-23,TMAX,102
NLE00113724,2008-09-28,TMIN,136
NLE00113670,2010-03-31,TMIN,41
NLE00113706,2012-03-11,TMAX,76
NLE00113736,2015-10-30,TMIN,118
NLE00113736,2015-10-30,TMAX,146
UKM00003740,2013-01-07,TMIN,68
NLE00113676,2012-08-02,TMAX,188
NLE00113676,2012-08-02,TMIN,162
NLE00113736,2006-12-04,TMAX,140
UKW00035047,2007-08-26,TMAX,205
UKM00003772,2015-08-24,TMIN,125
UKM00003772,2015-08-24,TMAX,170
NLE00113676,2014-12-18,TMAX,123
NLE00113676,2014-12-18,TMIN,103
UKM00003257,2015-10-06,TMAX,190
NLE00113736,2011-11-12,TMIN,89
NLE00113736,2011-11-12,TMAX,124
UKW00035047,2008-12-23,TMIN,0
NLE00113736,2006-12-04,TMIN,106
UK000000000,2010-10-31,TMIN,81
UK000003377,2006-01-11,TMIN,72
NLE00113736,2012-07-12,TMIN,114
NLE00113736,2012-07-12,TMAX,155
NLE00113736,2011-07-02,TMIN,136
NLE00113736,2011-07-02,TMAX,150
NLE00113670,2013-05-27,TMIN,85
UKM00003740,2015-04-26,TMAX,119
UKM00003740,2013-09-26,TMAX,156
NLE00113676,2010-01-25,TMIN,2
UKM00003772,2006-10-27,TMIN,0
NLE00113736,2006-10-01,TMIN,144
UKM00003740,2014-11-21,TMIN,47
NLE00113676,2010-01-25,TMAX,18
NLE00113736,2006-10-01,TMAX,195
NLE00113724,2011-10-19,TMIN,79
NLE00113724,2011-10-19,TMAX,118
NLE00113676,2013-10-23,TMAX,168
NLE00113676,2015-01-14,TMIN,45
UKM00003740,2009-07-31,TMAX,196
UKM00003740,2009-07-31,TMIN,106
NLE00113676,2015-01-14,TMAX,83
NLE00113706,2012-03-11,TMIN,64
UKM00003590,2014-12-18,TMIN,93
NLE00113676,2015-10-22,TMIN,131
UK000003377,2006-01-11,TMAX,89
UKW00035047,2007-01-22,TMAX,61
UKM00003772,2010-04-21,TMIN,27
NLE00113724,2007-11-08,TMAX,130
NLE00113724,2007-11-08,TMIN,64
NLE00113670,2014-09-25,TMIN,138
UK000000000,2012-12-28,TMIN,39
UKW00035047,2006-05-22,TMIN,98
UK000000000,2012-12-28,TMAX,98
NLE00113736,2014-09-06,TMAX,180
UKM00003772,2010-04-21,TMAX,131
NLE00113670,2013-05-11,TMIN,72
UKM00003740,2010-05-03,TMAX,110
UKM00003590,2013-09-04,TMAX,251
NLE00113670,2013-05-27,TMAX,105
UKM00003590,2013-09-04,TMIN,150
UKM00003772,2010-03-17,TMAX,151
UKM00003772,2010-03-17,TMIN,37
NLE00113670,2014-05-24,TMIN,120
UKW00035047,2014-05-18,TMIN,107
UKM00003772,2009-08-31,TMAX,262
NLE00113676,2015-02-05,TMAX,49
UKM00003257,2013-11-17,TMIN,34
UK000000000,2013-03-15,TMIN,38
UKM00003740,2010-01-10,TMIN,-27
UK000000000,2013-03-15,TMAX,68
NLE00113736,2009-10-28,TMAX,136
NLE00113736,2009-10-28,TMIN,117
UKM00003257,2011-04-21,TMAX,207
NLE00113706,2014-01-19,TMIN,61
NLE00113706,2014-01-19,TMAX,86
NLE00113724,2009-04-23,TMIN,75
NLE00113724,2007-10-14,TMAX,156
UKM00003590,2011-02-02,TMIN,-3
NLE00113736,2013-11-27,TMIN,82
NLE00113670,2014-07-21,TMAX,176
UKW00035047,2012-11-21,TMAX,113
NLE00113724,2009-10-09,TMAX,132
UKM00003257,2008-03-16,TMIN,-21
NLE00113736,2007-10-22,TMAX,122
NLE00113736,2007-10-22,TMIN,79
UKM00003590,2010-01-25,TMAX,33
UK000000000,2011-07-15,TMAX,184
UK000003377,2010-07-09,TMIN,123
UK000000000,2011-07-15,TMIN,97
NLE00113706,2015-08-31,TMIN,144
UKM00003772,2010-11-11,TMAX,150
